0.1 2.68
0.1 2.74
0.1 2.72
0.1 2.69
0.1 2.90
0.5 2.80
0.5 2.78
0.5 2.77
0.5 2.77
0.5 2.77
1 2.74
1 2.78
1 2.74
1 2.71
1 2.71
5 3.05
5 3.03
5 3.05
5 3.03
5 3.05
10 3.44
10 3.42
10 3.41
10 3.43
10 3.50
