0.1, 2.35
0.1, 2.29
0.1, 2.27
0.1, 2.31
0.1, 2.37
0.5, 2.46
0.5, 2.43
0.5, 2.33
0.5, 2.36
0.5, 2.41
1, 2.48
1, 2.45
1, 2.48
1, 2.40
1, 2.44
5, 2.82
5, 2.84
5, 2.91
5, 2.85
5, 2.86
10, 3.33
10, 3.31
10, 3.40
10, 3.27
10, 3.52
