10000 .20
10000 .20
10000 .20
10000 .20
10000 .20
20000 .78
20000 .78
20000 .78
20000 .78
20000 .79
30000 1.76
30000 1.75
30000 1.74
30000 1.74
30000 1.74
40000 3.09
40000 3.09
40000 3.09
40000 3.08
40000 3.08
50000 4.81
50000 4.81
50000 4.80
50000 4.81
50000 4.80
