0.1 .62
0.1 .62
0.1 .62
0.1 .64
0.1 .60
0.5 2.61
0.5 2.65
0.5 2.61
0.5 2.61
0.5 2.65
1 5.14
1 5.08
1 5.08
1 5.14
1 5.06
5 25.01
5 24.98
5 24.93
5 25.12
5 25.29
10 50.40
10 50.04
10 49.73
10 49.74
10 50.34
