0.1, .50
0.1, .48
0.1, .48
0.1, .49
0.1, .49
0.5, .96
0.5, 1.01
0.5, .98
0.5, .95
0.5, .97
1, 1.66
1, 1.60
1, 1.60
1, 1.62
1, 1.63
5, 6.72
5, 6.65
5, 6.35
5, 6.51
5, 7.11
10, 12.37
10, 12.38
10, 12.13
10, 12.34
10, 12.42
