10000 .68
10000 .70
10000 .68
10000 .70
10000 .71
20000 1.91
20000 1.92
20000 1.93
20000 2.17
20000 1.96
30000 4.09
30000 4.06
30000 4.06
30000 4.07
30000 4.25
40000 7.14
40000 7.42
40000 6.99
40000 7.10
40000 7.44
50000 12.77
50000 12.78
50000 13.01
50000 11.60
50000 11.77
