0.1, .09
0.1, .09
0.1, .09
0.1, .09
0.1, .09
0.5, .36
0.5, .36
0.5, .36
0.5, .37
0.5, .36
1, .70
1, .70
1, .70
1, .70
1, .70
5, 3.42
5, 3.39
5, 3.40
5, 3.39
5, 3.40
10, 6.91
10, 6.85
10, 6.81
10, 6.76
10, 6.80
