0.1 .32
0.1 .30
0.1 .33
0.1 .29
0.1 .32
0.5 .38
0.5 .40
0.5 .41
0.5 .38
0.5 .40
1 .48
1 .49
1 .47
1 .49
1 .47
5 1.11
5 1.10
5 1.09
5 1.12
5 1.11
10 1.85
10 1.87
10 1.82
10 1.89
10 1.83
