0.1, 1.74
0.1, 1.72
0.1, 1.72
0.1, 1.72
0.1, 1.72
0.5, 1.73
0.5, 1.76
0.5, 1.75
0.5, 1.74
0.5, 1.76
1, 1.78
1, 1.79
1, 1.79
1, 1.77
1, 1.79
5, 2.03
5, 2.04
5, 2.02
5, 2.02
5, 2.01
10, 2.34
10, 2.33
10, 2.32
10, 2.32
10, 2.31
