128, 0.017554
256, 0.145469
384, 0.495642
512, 1.182184
640, 2.311609
768, 3.894824
896, 2.594080
1024, 3.104630
1152, 4.443252
1280, 6.654517
1408, 8.330013
1536, 11.992448
1664, 15.465965
1792, 19.436291
1920, 23.900396
2048, 28.857948
2176, 34.864557
2304, 41.224130
2432, 48.997819
2560, 56.930903
